,artist,song,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
931,Milky Day,You'll Be Alright,60,0.708,0.461,5,-12.25,1,0.0288,0.165,0.000869,0.0865,0.592,92.015,audio_features,4bWlQ8IMyy3PMZt88rTVQC,spotify:track:4bWlQ8IMyy3PMZt88rTVQC,https://api.spotify.com/v1/tracks/4bWlQ8IMyy3PMZt88rTVQC,https://api.spotify.com/v1/audio-analysis/4bWlQ8IMyy3PMZt88rTVQC,199017,4
932,Nafis,Polar Night,11,0.558,0.676,1,-8.711,0,0.0322,0.0431,0.963,0.139,0.468,126.022,audio_features,2c17ganVH6tsbI9y7uFGR9,spotify:track:2c17ganVH6tsbI9y7uFGR9,https://api.spotify.com/v1/tracks/2c17ganVH6tsbI9y7uFGR9,https://api.spotify.com/v1/audio-analysis/2c17ganVH6tsbI9y7uFGR9,451696,4
933,FloFilz,Dulce,51,0.84,0.425,9,-9.404,0,0.0872,0.262,0.921,0.116,0.538,92.97,audio_features,3BXw4ZaQ1vP3RqxGOR5Htt,spotify:track:3BXw4ZaQ1vP3RqxGOR5Htt,https://api.spotify.com/v1/tracks/3BXw4ZaQ1vP3RqxGOR5Htt,https://api.spotify.com/v1/audio-analysis/3BXw4ZaQ1vP3RqxGOR5Htt,131559,4
934,Rameses B,Children,46,0.467,0.942,1,-3.122,1,0.0401,2.47e-05,0.934,0.148,0.235,173.984,audio_features,1K6gyNdEjiap8P5IBELG6t,spotify:track:1K6gyNdEjiap8P5IBELG6t,https://api.spotify.com/v1/tracks/1K6gyNdEjiap8P5IBELG6t,https://api.spotify.com/v1/audio-analysis/1K6gyNdEjiap8P5IBELG6t,204310,4
935,Whilefalse,Insight,37,0.552,0.75,8,-6.261,1,0.036,0.0452,0.892,0.0921,0.297,174.039,audio_features,6GIyjXbILhyYln3U3cxpOP,spotify:track:6GIyjXbILhyYln3U3cxpOP,https://api.spotify.com/v1/tracks/6GIyjXbILhyYln3U3cxpOP,https://api.spotify.com/v1/audio-analysis/6GIyjXbILhyYln3U3cxpOP,193103,4
936,Washed Out,Feel It All Around,62,0.34,0.737,8,-4.681,1,0.0582,0.000105,0.762,0.0699,0.499,172.022,audio_features,4V0x90QcMh4ZxwHzEWOdtK,spotify:track:4V0x90QcMh4ZxwHzEWOdtK,https://api.spotify.com/v1/tracks/4V0x90QcMh4ZxwHzEWOdtK,https://api.spotify.com/v1/audio-analysis/4V0x90QcMh4ZxwHzEWOdtK,192080,4
937,Kinder Schweizerdeutsch,Mini Farb und Dini,34,0.504,0.562,5,-5.551,1,0.0299,0.456,0,0.114,0.578,173.806,audio_features,76SiVAXm7gbTk5nP20EdgK,spotify:track:76SiVAXm7gbTk5nP20EdgK,https://api.spotify.com/v1/tracks/76SiVAXm7gbTk5nP20EdgK,https://api.spotify.com/v1/audio-analysis/76SiVAXm7gbTk5nP20EdgK,190627,4
938,彭芳,有一種愛叫放手,29,0.503,0.332,10,-10.978,0,0.043,0.862,0,0.0926,0.403,132.797,audio_features,2eZG3C7vINU6IgNxiK3HKA,spotify:track:2eZG3C7vINU6IgNxiK3HKA,https://api.spotify.com/v1/tracks/2eZG3C7vINU6IgNxiK3HKA,https://api.spotify.com/v1/audio-analysis/2eZG3C7vINU6IgNxiK3HKA,295340,4
939,Lü Wencheng,Autumn Moon on a Calm Lake,30,0.287,0.0183,1,-30.033,1,0.0389,0.987,0.925,0.0865,0.0841,123.786,audio_features,3zq60hhWvt1YyUhoTXuxOr,spotify:track:3zq60hhWvt1YyUhoTXuxOr,https://api.spotify.com/v1/tracks/3zq60hhWvt1YyUhoTXuxOr,https://api.spotify.com/v1/audio-analysis/3zq60hhWvt1YyUhoTXuxOr,248000,4
940,Christoph Willibald Gluck,"Orfeo ed Euridice, Wq. 30 (Arranged by Sgambati): Melodie dell'Orfeo",58,0.279,0.00461,2,-36.886,0,0.0439,0.989,0.982,0.0638,0.039,69.813,audio_features,24cgBBhZD1cWekUqaYuqTB,spotify:track:24cgBBhZD1cWekUqaYuqTB,https://api.spotify.com/v1/tracks/24cgBBhZD1cWekUqaYuqTB,https://api.spotify.com/v1/audio-analysis/24cgBBhZD1cWekUqaYuqTB,181547,5
941,Franz Liszt,"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",58,0.279,0.0292,8,-26.804,1,0.0406,0.987,0.902,0.104,0.0338,136.732,audio_features,2u9VGZmVz7Rm01SfDgzcfA,spotify:track:2u9VGZmVz7Rm01SfDgzcfA,https://api.spotify.com/v1/tracks/2u9VGZmVz7Rm01SfDgzcfA,https://api.spotify.com/v1/audio-analysis/2u9VGZmVz7Rm01SfDgzcfA,293147,3
942,陳雪燃,"無名之輩 (電視劇《親愛的, 熱愛的》主題曲)",51,0.51,0.552,1,-8.002,1,0.0287,0.232,0,0.0936,0.301,84.997,audio_features,4t6xJufZtFgVb0fbjCnWNv,spotify:track:4t6xJufZtFgVb0fbjCnWNv,https://api.spotify.com/v1/tracks/4t6xJufZtFgVb0fbjCnWNv,https://api.spotify.com/v1/audio-analysis/4t6xJufZtFgVb0fbjCnWNv,262588,4
943,Tzusing,4 Floors of Whores,33,0.798,0.779,10,-6.374,0,0.0642,0.0209,0.907,0.122,0.136,114.981,audio_features,4HE5Qo7KUrmPOmNkvhvTJt,spotify:track:4HE5Qo7KUrmPOmNkvhvTJt,https://api.spotify.com/v1/tracks/4HE5Qo7KUrmPOmNkvhvTJt,https://api.spotify.com/v1/audio-analysis/4HE5Qo7KUrmPOmNkvhvTJt,305705,4
944,G5SH,下一個生日,45,0.595,0.723,1,-6.153,1,0.08,0.113,0,0.0339,0.605,142.957,audio_features,4Rh6Db9yDSr0RLquKzuIXI,spotify:track:4Rh6Db9yDSr0RLquKzuIXI,https://api.spotify.com/v1/tracks/4Rh6Db9yDSr0RLquKzuIXI,https://api.spotify.com/v1/audio-analysis/4Rh6Db9yDSr0RLquKzuIXI,184190,4
945,Sun Dawei,Crawing State,1,0.772,0.617,11,-10.669,0,0.185,0.0371,0.578,0.0776,0.821,121.994,audio_features,6082S4wRA9g9Ckxsq9o5lh,spotify:track:6082S4wRA9g9Ckxsq9o5lh,https://api.spotify.com/v1/tracks/6082S4wRA9g9Ckxsq9o5lh,https://api.spotify.com/v1/audio-analysis/6082S4wRA9g9Ckxsq9o5lh,256147,4
946,降央卓玛,西海情歌,36,0.644,0.4,5,-7.308,0,0.0336,0.817,0,0.101,0.358,76.006,audio_features,1H6JK4tjB5J8kjo5Vs3Y1i,spotify:track:1H6JK4tjB5J8kjo5Vs3Y1i,https://api.spotify.com/v1/tracks/1H6JK4tjB5J8kjo5Vs3Y1i,https://api.spotify.com/v1/audio-analysis/1H6JK4tjB5J8kjo5Vs3Y1i,302240,4
947,王以太,危险派对,54,0.794,0.77,1,-4.073,0,0.071,0.291,0,0.271,0.623,104.983,audio_features,1Rirmp1EfrUgWb4M4Urb07,spotify:track:1Rirmp1EfrUgWb4M4Urb07,https://api.spotify.com/v1/tracks/1Rirmp1EfrUgWb4M4Urb07,https://api.spotify.com/v1/audio-analysis/1Rirmp1EfrUgWb4M4Urb07,180571,4
948,Adam Fan,I Don't Gotta Know,54,0.736,0.486,4,-8.529,1,0.38,0.28,0,0.351,0.784,160.066,audio_features,4bToS6CYQw8A9IDGPVmkjW,spotify:track:4bToS6CYQw8A9IDGPVmkjW,https://api.spotify.com/v1/tracks/4bToS6CYQw8A9IDGPVmkjW,https://api.spotify.com/v1/audio-analysis/4bToS6CYQw8A9IDGPVmkjW,163500,4
949,Sandee Chan,成為一個厲害的普通人,42,0.643,0.308,6,-9.657,1,0.0318,0.827,0,0.242,0.3,94.977,audio_features,17nwyYPZ6vTXoLH5suqxdN,spotify:track:17nwyYPZ6vTXoLH5suqxdN,https://api.spotify.com/v1/tracks/17nwyYPZ6vTXoLH5suqxdN,https://api.spotify.com/v1/audio-analysis/17nwyYPZ6vTXoLH5suqxdN,327147,4
950,福禄寿,我用什么把你留住,45,0.454,0.282,8,-12.916,1,0.0339,0.215,0.0101,0.101,0.206,123.421,audio_features,4TYi1udOmvZ0yIhHEMro5f,spotify:track:4TYi1udOmvZ0yIhHEMro5f,https://api.spotify.com/v1/tracks/4TYi1udOmvZ0yIhHEMro5f,https://api.spotify.com/v1/audio-analysis/4TYi1udOmvZ0yIhHEMro5f,328462,4
951,Joyside,Not My Time to Die,34,0.583,0.872,7,-7.018,1,0.0448,0.0136,0.302,0.083,0.251,163.869,audio_features,1Dad57Qaz6QVSApYKKkYPk,spotify:track:1Dad57Qaz6QVSApYKKkYPk,https://api.spotify.com/v1/tracks/1Dad57Qaz6QVSApYKKkYPk,https://api.spotify.com/v1/audio-analysis/1Dad57Qaz6QVSApYKKkYPk,295072,4
952,陈悦,绿野仙踪,38,0.327,0.102,2,-16.979,0,0.0406,0.992,0.958,0.0873,0.367,65.554,audio_features,6pnHESM4hq9Crxxloixt8N,spotify:track:6pnHESM4hq9Crxxloixt8N,https://api.spotify.com/v1/tracks/6pnHESM4hq9Crxxloixt8N,https://api.spotify.com/v1/audio-analysis/6pnHESM4hq9Crxxloixt8N,284286,4
953,Joanna Wang,Wild World - Acoustic Version,52,0.67,0.306,2,-11.032,1,0.0366,0.8,1.18e-06,0.0829,0.61,139.949,audio_features,0ZWSpn7UgqAp4exbKEUD5g,spotify:track:0ZWSpn7UgqAp4exbKEUD5g,https://api.spotify.com/v1/tracks/0ZWSpn7UgqAp4exbKEUD5g,https://api.spotify.com/v1/audio-analysis/0ZWSpn7UgqAp4exbKEUD5g,225053,4
954,小曼,你的泪 我的罪 - DJ何鹏版,29,0.793,0.749,6,-3.999,0,0.0381,0.00402,0,0.115,0.876,123.04,audio_features,2pdXiB8yAJ719VNHcWARJo,spotify:track:2pdXiB8yAJ719VNHcWARJo,https://api.spotify.com/v1/tracks/2pdXiB8yAJ719VNHcWARJo,https://api.spotify.com/v1/audio-analysis/2pdXiB8yAJ719VNHcWARJo,279024,4
955,Nine Treasures,Bodhicitta,32,0.477,0.994,11,-3.254,0,0.0845,0.00151,0.254,0.214,0.32,140.008,audio_features,5QerpQGJtxuY0p3CyV3cq8,spotify:track:5QerpQGJtxuY0p3CyV3cq8,https://api.spotify.com/v1/tracks/5QerpQGJtxuY0p3CyV3cq8,https://api.spotify.com/v1/audio-analysis/5QerpQGJtxuY0p3CyV3cq8,254450,4
956,OBSESS,痛苦造就了我們,31,0.439,0.455,0,-9.293,0,0.0518,0.404,0.00207,0.114,0.257,162.363,audio_features,127RgMrRDTmA95XA67PHqq,spotify:track:127RgMrRDTmA95XA67PHqq,https://api.spotify.com/v1/tracks/127RgMrRDTmA95XA67PHqq,https://api.spotify.com/v1/audio-analysis/127RgMrRDTmA95XA67PHqq,271347,4
957,李志,天空之城,40,0.616,0.306,9,-10.637,1,0.0391,0.399,0.00204,0.194,0.199,130.035,audio_features,0sr9wJ9gQTla0XPQjyuDuw,spotify:track:0sr9wJ9gQTla0XPQjyuDuw,https://api.spotify.com/v1/tracks/0sr9wJ9gQTla0XPQjyuDuw,https://api.spotify.com/v1/audio-analysis/0sr9wJ9gQTla0XPQjyuDuw,223015,4
958,王雪晶,春风吻上我的脸,15,0.693,0.675,5,-4.486,0,0.026,0.484,4.38e-06,0.0828,0.932,85.969,audio_features,0Z7BiDnFimuWcahClhJTW4,spotify:track:0Z7BiDnFimuWcahClhJTW4,https://api.spotify.com/v1/tracks/0Z7BiDnFimuWcahClhJTW4,https://api.spotify.com/v1/audio-analysis/0Z7BiDnFimuWcahClhJTW4,164014,4
959,Yang Xiaolou,An Tian Club,1,0.571,0.0391,4,-22.12,1,0.345,0.989,0.00557,0.283,0.261,65.103,audio_features,6LihqmhhLd85TkLZqGtztR,spotify:track:6LihqmhhLd85TkLZqGtztR,https://api.spotify.com/v1/tracks/6LihqmhhLd85TkLZqGtztR,https://api.spotify.com/v1/audio-analysis/6LihqmhhLd85TkLZqGtztR,179680,4
960,Hiperson,Strawberries,28,0.787,0.429,11,-13.695,0,0.0422,0.0389,1.31e-05,0.103,0.311,114.975,audio_features,2XDhEKUQ0g21DznKUUKZsJ,spotify:track:2XDhEKUQ0g21DznKUUKZsJ,https://api.spotify.com/v1/tracks/2XDhEKUQ0g21DznKUUKZsJ,https://api.spotify.com/v1/audio-analysis/2XDhEKUQ0g21DznKUUKZsJ,362600,4
961,Wang Wen,Mail From the River,36,0.611,0.449,1,-12.696,0,0.034,0.252,0.828,0.104,0.189,122.984,audio_features,2ML6rJqbPuvtlzZdS94bds,spotify:track:2ML6rJqbPuvtlzZdS94bds,https://api.spotify.com/v1/tracks/2ML6rJqbPuvtlzZdS94bds,https://api.spotify.com/v1/audio-analysis/2ML6rJqbPuvtlzZdS94bds,377490,4
962,Brain Failure,Coming Down To Beijing,33,0.49,0.958,9,-1.879,1,0.096,0.00311,0,0.174,0.8,92.542,audio_features,6UHQQMXlhvmDppaCv4FCXW,spotify:track:6UHQQMXlhvmDppaCv4FCXW,https://api.spotify.com/v1/tracks/6UHQQMXlhvmDppaCv4FCXW,https://api.spotify.com/v1/audio-analysis/6UHQQMXlhvmDppaCv4FCXW,224427,4
963,王ADEN,想了妳6次,58,0.561,0.632,7,-6.149,1,0.0818,0.428,0,0.236,0.602,87.801,audio_features,0z81zrkn4dqmRLJpRePjYc,spotify:track:0z81zrkn4dqmRLJpRePjYc,https://api.spotify.com/v1/tracks/0z81zrkn4dqmRLJpRePjYc,https://api.spotify.com/v1/audio-analysis/0z81zrkn4dqmRLJpRePjYc,223636,4
