,artist,song,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
2607,Thirteen,Selamanya,36,0.5,0.952,11,-2.206,1,0.0538,0.00022,3.93e-06,0.319,0.303,115.025,audio_features,08xbK1yef7OzKA0F9MpLUb,spotify:track:08xbK1yef7OzKA0F9MpLUb,https://api.spotify.com/v1/tracks/08xbK1yef7OzKA0F9MpLUb,https://api.spotify.com/v1/audio-analysis/08xbK1yef7OzKA0F9MpLUb,234000,4
2608,Koes Plus,Andaikan Kau Datang,40,0.661,0.462,8,-6.982,1,0.0295,0.0473,0.827,0.17,0.659,78.93,audio_features,7tns29VR9niezGQSZk43oW,spotify:track:7tns29VR9niezGQSZk43oW,https://api.spotify.com/v1/tracks/7tns29VR9niezGQSZk43oW,https://api.spotify.com/v1/audio-analysis/7tns29VR9niezGQSZk43oW,224718,4
2609,Speak Up,Jangan Pernah,34,0.429,0.914,2,-5.341,1,0.0682,0.00147,2.71e-05,0.379,0.147,105.049,audio_features,78fBP0oLehKiEG7h4ohBIp,spotify:track:78fBP0oLehKiEG7h4ohBIp,https://api.spotify.com/v1/tracks/78fBP0oLehKiEG7h4ohBIp,https://api.spotify.com/v1/audio-analysis/78fBP0oLehKiEG7h4ohBIp,318187,4
2610,Rahmania Astrini,pizza pepperoni,44,0.721,0.484,9,-8.049,1,0.27,0.798,1.86e-05,0.0965,0.551,152.01,audio_features,57S5BHScJunq9w9Z5Aa0Df,spotify:track:57S5BHScJunq9w9Z5Aa0Df,https://api.spotify.com/v1/tracks/57S5BHScJunq9w9Z5Aa0Df,https://api.spotify.com/v1/audio-analysis/57S5BHScJunq9w9Z5Aa0Df,140724,4
2611,Steven Jam,Sangat Menyenangkan,40,0.58,0.886,7,-4.11,1,0.0353,0.00365,1.38e-05,0.347,0.857,160.043,audio_features,7zN8Q9CaA7cxYgEdw4NlJN,spotify:track:7zN8Q9CaA7cxYgEdw4NlJN,https://api.spotify.com/v1/tracks/7zN8Q9CaA7cxYgEdw4NlJN,https://api.spotify.com/v1/audio-analysis/7zN8Q9CaA7cxYgEdw4NlJN,212230,4
2612,Pas Band,Jengah,42,0.507,0.899,10,-5.27,0,0.143,0.00244,0.00311,0.223,0.474,87.745,audio_features,6Nm8KZ8KDEZMasKON8AyRB,spotify:track:6Nm8KZ8KDEZMasKON8AyRB,https://api.spotify.com/v1/tracks/6Nm8KZ8KDEZMasKON8AyRB,https://api.spotify.com/v1/audio-analysis/6Nm8KZ8KDEZMasKON8AyRB,278173,4
2613,Bedchamber,Out of Line,36,0.533,0.897,6,-7.478,1,0.0329,0.276,0.806,0.33,0.969,92.523,audio_features,18p8XcEVzWmXRoW03Ln0rJ,spotify:track:18p8XcEVzWmXRoW03Ln0rJ,https://api.spotify.com/v1/tracks/18p8XcEVzWmXRoW03Ln0rJ,https://api.spotify.com/v1/audio-analysis/18p8XcEVzWmXRoW03Ln0rJ,131675,4
2614,Rendy Pandugo,By My Side,52,0.295,0.417,6,-8.002,1,0.0307,0.222,6.01e-06,0.148,0.135,64.687,audio_features,0xiHNGGiSfrFfOJZGpxpJY,spotify:track:0xiHNGGiSfrFfOJZGpxpJY,https://api.spotify.com/v1/tracks/0xiHNGGiSfrFfOJZGpxpJY,https://api.spotify.com/v1/audio-analysis/0xiHNGGiSfrFfOJZGpxpJY,213667,4
2615,Monkey Boots,Kembali Pulang,33,0.807,0.538,2,-6.503,0,0.032,0.145,0,0.141,0.936,130.742,audio_features,3nROIL0M65MIcSsfNYK9Lb,spotify:track:3nROIL0M65MIcSsfNYK9Lb,https://api.spotify.com/v1/tracks/3nROIL0M65MIcSsfNYK9Lb,https://api.spotify.com/v1/audio-analysis/3nROIL0M65MIcSsfNYK9Lb,172226,4
2616,Brigade of Crow,"Sistem Paling Baik, Hanyalah... Soundsystem",18,0.202,0.999,7,-2.241,1,0.28,0.000482,2.49e-05,0.454,0.0353,200.489,audio_features,0WXJLFMqgDxWnTpV26ZQJo,spotify:track:0WXJLFMqgDxWnTpV26ZQJo,https://api.spotify.com/v1/tracks/0WXJLFMqgDxWnTpV26ZQJo,https://api.spotify.com/v1/audio-analysis/0WXJLFMqgDxWnTpV26ZQJo,132500,4
2617,Ferdi Solag,Living the Lights On,43,0.844,0.994,9,-2.68,1,0.0456,0.115,0.751,0.0728,0.97,131.996,audio_features,5HUiXDWOepGi1lSXftf1AZ,spotify:track:5HUiXDWOepGi1lSXftf1AZ,https://api.spotify.com/v1/tracks/5HUiXDWOepGi1lSXftf1AZ,https://api.spotify.com/v1/audio-analysis/5HUiXDWOepGi1lSXftf1AZ,120058,4
2618,Vania Larissa,Doa Mengubah Segala Sesuatu,47,0.536,0.406,10,-9.025,1,0.0285,0.928,0.000441,0.101,0.315,131.958,audio_features,1wslTXJ6ZFQjWhSX7c5FmB,spotify:track:1wslTXJ6ZFQjWhSX7c5FmB,https://api.spotify.com/v1/tracks/1wslTXJ6ZFQjWhSX7c5FmB,https://api.spotify.com/v1/audio-analysis/1wslTXJ6ZFQjWhSX7c5FmB,255467,4
2619,Willy And His Giants,Ajoen Ajoen,24,0.259,0.794,11,-7.024,1,0.0424,0.883,0.555,0.182,0.964,178.374,audio_features,4xkKNdK0dfpcFCIvIMDWTa,spotify:track:4xkKNdK0dfpcFCIvIMDWTa,https://api.spotify.com/v1/tracks/4xkKNdK0dfpcFCIvIMDWTa,https://api.spotify.com/v1/audio-analysis/4xkKNdK0dfpcFCIvIMDWTa,147640,4
2620,Skinny Puppy,Assimilate,40,0.611,0.702,4,-12.966,1,0.0411,0.00619,0.0415,0.0798,0.302,137.097,audio_features,1nSqYL7YGQaDtu5o0V6LpS,spotify:track:1nSqYL7YGQaDtu5o0V6LpS,https://api.spotify.com/v1/tracks/1nSqYL7YGQaDtu5o0V6LpS,https://api.spotify.com/v1/audio-analysis/1nSqYL7YGQaDtu5o0V6LpS,416707,4
2621,Thorns,Stellar Master Elite,27,0.481,0.981,4,-7.278,1,0.103,0.000405,0.859,0.263,0.0644,150.077,audio_features,0IyGZfPT9dcPAfjwhMVvaV,spotify:track:0IyGZfPT9dcPAfjwhMVvaV,https://api.spotify.com/v1/tracks/0IyGZfPT9dcPAfjwhMVvaV,https://api.spotify.com/v1/audio-analysis/0IyGZfPT9dcPAfjwhMVvaV,233640,4
2622,The Outside Agency,Locker Room Talk,22,0.711,0.989,1,0.257,1,0.301,0.169,0,0.248,0.537,99.978,audio_features,4KSRH3x3ef77ARr3KGzkrO,spotify:track:4KSRH3x3ef77ARr3KGzkrO,https://api.spotify.com/v1/tracks/4KSRH3x3ef77ARr3KGzkrO,https://api.spotify.com/v1/audio-analysis/4KSRH3x3ef77ARr3KGzkrO,335920,4
2623,Dälek,Spiritual Healing,28,0.403,0.694,0,-6.307,0,0.256,0.0156,9.46e-05,0.0961,0.487,170.485,audio_features,4EIRorwqo7C2P4EcYL0p11,spotify:track:4EIRorwqo7C2P4EcYL0p11,https://api.spotify.com/v1/tracks/4EIRorwqo7C2P4EcYL0p11,https://api.spotify.com/v1/audio-analysis/4EIRorwqo7C2P4EcYL0p11,209955,4
2624,Orgy,Blue Monday,60,0.589,0.696,8,-8.109,1,0.034,8.65e-05,3.43e-05,0.0779,0.938,129.833,audio_features,5267gVdYWrLoz6ClOhlqmE,spotify:track:5267gVdYWrLoz6ClOhlqmE,https://api.spotify.com/v1/tracks/5267gVdYWrLoz6ClOhlqmE,https://api.spotify.com/v1/audio-analysis/5267gVdYWrLoz6ClOhlqmE,267000,4
2625,Cremation Lily,Lovers Against the Rocks,33,0.428,0.421,0,-15.352,1,0.0299,0.106,0.885,0.156,0.0774,115.006,audio_features,6Z3JYFiMwvmRLvnjcpSv0y,spotify:track:6Z3JYFiMwvmRLvnjcpSv0y,https://api.spotify.com/v1/tracks/6Z3JYFiMwvmRLvnjcpSv0y,https://api.spotify.com/v1/audio-analysis/6Z3JYFiMwvmRLvnjcpSv0y,361117,4
2626,Faderhead,Know Your Darkness,36,0.594,0.772,9,-7.689,0,0.0335,0.000112,0.202,0.152,0.576,125.017,audio_features,7BJtY2aEjFZe9BPEvf3zbN,spotify:track:7BJtY2aEjFZe9BPEvf3zbN,https://api.spotify.com/v1/tracks/7BJtY2aEjFZe9BPEvf3zbN,https://api.spotify.com/v1/audio-analysis/7BJtY2aEjFZe9BPEvf3zbN,274631,4
2627,KMFDM,Megalomaniac,46,0.626,0.974,11,-5.31,0,0.0585,0.000196,0.667,0.876,0.458,128.019,audio_features,1d3iQh4fTm5D6iRtgrZPZ9,spotify:track:1d3iQh4fTm5D6iRtgrZPZ9,https://api.spotify.com/v1/tracks/1d3iQh4fTm5D6iRtgrZPZ9,https://api.spotify.com/v1/audio-analysis/1d3iQh4fTm5D6iRtgrZPZ9,367933,4
2628,I Hate Models,Daydream,45,0.431,0.916,11,-8.012,0,0.0602,9.98e-05,0.755,0.396,0.355,135.986,audio_features,0WsROU8CJrMWBukK5IMs4y,spotify:track:0WsROU8CJrMWBukK5IMs4y,https://api.spotify.com/v1/tracks/0WsROU8CJrMWBukK5IMs4y,https://api.spotify.com/v1/audio-analysis/0WsROU8CJrMWBukK5IMs4y,463700,4
2629,S.M. Wolf,Try to,2,0.759,0.391,0,-6.043,1,0.0391,0.127,2.64e-06,0.146,0.494,91.941,audio_features,37QcVsJqa2djrGQL4CwkWt,spotify:track:37QcVsJqa2djrGQL4CwkWt,https://api.spotify.com/v1/tracks/37QcVsJqa2djrGQL4CwkWt,https://api.spotify.com/v1/audio-analysis/37QcVsJqa2djrGQL4CwkWt,316440,4
2630,Roberto Dalla Vecchia,Yellow,35,0.502,0.256,2,-18.314,1,0.035,0.872,0.771,0.105,0.341,107.149,audio_features,0cmHapxjrqUYTkDQCapgI4,spotify:track:0cmHapxjrqUYTkDQCapgI4,https://api.spotify.com/v1/tracks/0cmHapxjrqUYTkDQCapgI4,https://api.spotify.com/v1/audio-analysis/0cmHapxjrqUYTkDQCapgI4,184750,4
2631,Lustre,The First Snow,33,0.254,0.561,2,-10.107,0,0.0365,0.0374,0.834,0.355,0.14,98.9,audio_features,6vzi2VdyRFaD70XSNXTAo1,spotify:track:6vzi2VdyRFaD70XSNXTAo1,https://api.spotify.com/v1/tracks/6vzi2VdyRFaD70XSNXTAo1,https://api.spotify.com/v1/audio-analysis/6vzi2VdyRFaD70XSNXTAo1,658800,4
2632,Aubrey Haynie,Buffalo Gals,25,0.492,0.814,9,-8.992,1,0.0316,0.171,0.889,0.309,0.941,142.312,audio_features,3JWeB6NtRyO0mFJhnvO00N,spotify:track:3JWeB6NtRyO0mFJhnvO00N,https://api.spotify.com/v1/tracks/3JWeB6NtRyO0mFJhnvO00N,https://api.spotify.com/v1/audio-analysis/3JWeB6NtRyO0mFJhnvO00N,196160,4
2633,Conquering Dystopia,Ashes of Lesser Men,30,0.44,0.987,9,-2.304,1,0.129,6.35e-06,0.881,0.0596,0.257,134.984,audio_features,09F9ERsvgwC4Kel6f9VAX1,spotify:track:09F9ERsvgwC4Kel6f9VAX1,https://api.spotify.com/v1/tracks/09F9ERsvgwC4Kel6f9VAX1,https://api.spotify.com/v1/audio-analysis/09F9ERsvgwC4Kel6f9VAX1,335282,4
2634,Modern Day Babylon,Coma,31,0.541,0.976,6,-5.978,1,0.0815,0.00217,0.871,0.336,0.214,130.027,audio_features,6wdOphejlm1hNfFhXmzT0l,spotify:track:6wdOphejlm1hNfFhXmzT0l,https://api.spotify.com/v1/tracks/6wdOphejlm1hNfFhXmzT0l,https://api.spotify.com/v1/audio-analysis/6wdOphejlm1hNfFhXmzT0l,275077,4
2635,Orgone,Sophisticated Honky,45,0.823,0.754,11,-9.212,0,0.0431,0.567,0.821,0.0913,0.602,101.397,audio_features,6UREUidgzbsLzFa0KlL4RJ,spotify:track:6UREUidgzbsLzFa0KlL4RJ,https://api.spotify.com/v1/tracks/6UREUidgzbsLzFa0KlL4RJ,https://api.spotify.com/v1/audio-analysis/6UREUidgzbsLzFa0KlL4RJ,296453,4
2636,Ruff Sqwad,Together,41,0.556,0.822,9,-5.747,1,0.183,0.0539,0.854,0.177,0.808,139.726,audio_features,0RwSkUIgsowQ6MU1NNVSA7,spotify:track:0RwSkUIgsowQ6MU1NNVSA7,https://api.spotify.com/v1/tracks/0RwSkUIgsowQ6MU1NNVSA7,https://api.spotify.com/v1/audio-analysis/0RwSkUIgsowQ6MU1NNVSA7,222021,4
2637,Thomas Scheller,Tryggare kan ingen vara,49,0.594,0.0794,0,-17.23,1,0.041,0.991,0.897,0.114,0.216,65.914,audio_features,4TDyCo1Vx6pbN5BKvkmP6h,spotify:track:4TDyCo1Vx6pbN5BKvkmP6h,https://api.spotify.com/v1/tracks/4TDyCo1Vx6pbN5BKvkmP6h,https://api.spotify.com/v1/audio-analysis/4TDyCo1Vx6pbN5BKvkmP6h,93750,3
2638,Monobody,Harvester,34,0.538,0.477,8,-10.958,0,0.0295,0.466,0.946,0.106,0.0711,126.023,audio_features,3ES9lq8vJ9FxheGU4yIHU4,spotify:track:3ES9lq8vJ9FxheGU4yIHU4,https://api.spotify.com/v1/tracks/3ES9lq8vJ9FxheGU4yIHU4,https://api.spotify.com/v1/audio-analysis/3ES9lq8vJ9FxheGU4yIHU4,233626,4
2639,Oh Hiroshima,Ellipse,33,0.174,0.793,4,-6.5,0,0.0469,0.000356,0.865,0.205,0.0421,167.887,audio_features,1ipAB0J5JVEY0nrMH8TBGJ,spotify:track:1ipAB0J5JVEY0nrMH8TBGJ,https://api.spotify.com/v1/tracks/1ipAB0J5JVEY0nrMH8TBGJ,https://api.spotify.com/v1/audio-analysis/1ipAB0J5JVEY0nrMH8TBGJ,241227,4
2640,Joel Lindfors,Null Point,34,0.493,0.921,10,-5.471,0,0.0641,2.74e-06,0.837,0.0749,0.414,108.02,audio_features,3HvKi9J9B5dTlnLuxAXdiH,spotify:track:3HvKi9J9B5dTlnLuxAXdiH,https://api.spotify.com/v1/tracks/3HvKi9J9B5dTlnLuxAXdiH,https://api.spotify.com/v1/audio-analysis/3HvKi9J9B5dTlnLuxAXdiH,239750,4
2641,Guthrie Govan,Beautiful Imperfection,40,0.366,0.493,0,-8.635,1,0.0336,0.239,0.73,0.172,0.223,173.657,audio_features,4iEoUECNzIWUqBOnoRaU9y,spotify:track:4iEoUECNzIWUqBOnoRaU9y,https://api.spotify.com/v1/tracks/4iEoUECNzIWUqBOnoRaU9y,https://api.spotify.com/v1/audio-analysis/4iEoUECNzIWUqBOnoRaU9y,140690,3
2642,Young-Holt Unlimited,Young & Holtful,40,0.709,0.462,8,-11.541,1,0.0369,0.629,0.752,0.2,0.895,95.367,audio_features,5am0dV7aB91Q6sWqIAuurA,spotify:track:5am0dV7aB91Q6sWqIAuurA,https://api.spotify.com/v1/tracks/5am0dV7aB91Q6sWqIAuurA,https://api.spotify.com/v1/audio-analysis/5am0dV7aB91Q6sWqIAuurA,173147,4
2643,Causa Sui,Homage,37,0.275,0.658,10,-10.82,1,0.032,0.0242,0.779,0.121,0.451,159.201,audio_features,7ztFsRXXKrkUjMaLn1siHJ,spotify:track:7ztFsRXXKrkUjMaLn1siHJ,https://api.spotify.com/v1/tracks/7ztFsRXXKrkUjMaLn1siHJ,https://api.spotify.com/v1/audio-analysis/7ztFsRXXKrkUjMaLn1siHJ,608253,4
2644,The Space Cossacks,Solaris Stomp,23,0.258,0.659,6,-9.605,0,0.0341,0.00988,0.893,0.232,0.862,188.672,audio_features,3vXAzc7HAZzwq5rtlhzWVm,spotify:track:3vXAzc7HAZzwq5rtlhzWVm,https://api.spotify.com/v1/tracks/3vXAzc7HAZzwq5rtlhzWVm,https://api.spotify.com/v1/audio-analysis/3vXAzc7HAZzwq5rtlhzWVm,194600,4
2645,Maranatha! Instrumental,He Knows My Name - Instrumental,46,0.535,0.185,4,-15.796,1,0.0452,0.817,0.774,0.109,0.053,130.439,audio_features,2kXXrRuOsMrJuhchrBdNWg,spotify:track:2kXXrRuOsMrJuhchrBdNWg,https://api.spotify.com/v1/tracks/2kXXrRuOsMrJuhchrBdNWg,https://api.spotify.com/v1/audio-analysis/2kXXrRuOsMrJuhchrBdNWg,151520,4
2646,Autechre,Bike,11,0.751,0.61,5,-14.946,1,0.043,0.0139,0.913,0.089,0.0375,125.237,audio_features,65aOpbmM4eUogQaVEx8fCp,spotify:track:65aOpbmM4eUogQaVEx8fCp,https://api.spotify.com/v1/tracks/65aOpbmM4eUogQaVEx8fCp,https://api.spotify.com/v1/audio-analysis/65aOpbmM4eUogQaVEx8fCp,480133,4
2647,The Jerry Cans,Northern Lights,28,0.431,0.858,2,-5.824,1,0.0745,0.104,0.00098,0.174,0.611,130.158,audio_features,0pekBOE72hT3AhC9zlT2U2,spotify:track:0pekBOE72hT3AhC9zlT2U2,https://api.spotify.com/v1/tracks/0pekBOE72hT3AhC9zlT2U2,https://api.spotify.com/v1/audio-analysis/0pekBOE72hT3AhC9zlT2U2,214344,4
2648,Tanya Tagaq,Teeth Agape,19,0.954,0.27,9,-16.901,1,0.33,0.885,0.273,0.143,0.539,120.013,audio_features,43edGcQMEoVrIULII6d5TK,spotify:track:43edGcQMEoVrIULII6d5TK,https://api.spotify.com/v1/tracks/43edGcQMEoVrIULII6d5TK,https://api.spotify.com/v1/audio-analysis/43edGcQMEoVrIULII6d5TK,215482,4
2649,D Wavy,Lonely,0,0.666,0.587,3,-6.604,0,0.0314,0.485,0,0.117,0.54,124.024,audio_features,1WMZdpCGtv5M465AI26NIW,spotify:track:1WMZdpCGtv5M465AI26NIW,https://api.spotify.com/v1/tracks/1WMZdpCGtv5M465AI26NIW,https://api.spotify.com/v1/audio-analysis/1WMZdpCGtv5M465AI26NIW,145161,4
2650,Christopher the Conquered,What's the Name of the Town?,6,0.466,0.67,0,-7.413,1,0.0763,0.435,0,0.125,0.595,166.725,audio_features,3HI08up3wKgn6Fm5gD3gVI,spotify:track:3HI08up3wKgn6Fm5gD3gVI,https://api.spotify.com/v1/tracks/3HI08up3wKgn6Fm5gD3gVI,https://api.spotify.com/v1/audio-analysis/3HI08up3wKgn6Fm5gD3gVI,234000,4
2651,Sote,Life,9,0.461,0.297,10,-12.324,0,0.0345,0.667,0.776,0.0851,0.0568,144.062,audio_features,5STmaK96tfeBzddlPMh8zD,spotify:track:5STmaK96tfeBzddlPMh8zD,https://api.spotify.com/v1/tracks/5STmaK96tfeBzddlPMh8zD,https://api.spotify.com/v1/audio-analysis/5STmaK96tfeBzddlPMh8zD,430000,4
2652,Confess,Eat What You Kill,26,0.419,0.95,3,-4.41,0,0.0847,0.000853,0.679,0.112,0.105,95.065,audio_features,6yz2HojEuzMLx1yJoMYVSH,spotify:track:6yz2HojEuzMLx1yJoMYVSH,https://api.spotify.com/v1/tracks/6yz2HojEuzMLx1yJoMYVSH,https://api.spotify.com/v1/audio-analysis/6yz2HojEuzMLx1yJoMYVSH,315790,4
2653,Armando Rap,MARADONA - ارماندو - مارادونا,14,0.861,0.618,0,-8.775,1,0.0532,0.444,4.72e-06,0.0588,0.741,98.023,audio_features,6Qi2bc5qj6pENvB6bZtQea,spotify:track:6Qi2bc5qj6pENvB6bZtQea,https://api.spotify.com/v1/tracks/6Qi2bc5qj6pENvB6bZtQea,https://api.spotify.com/v1/audio-analysis/6Qi2bc5qj6pENvB6bZtQea,143505,4
2654,Tony MacMahon,"The Morning Dew, Joe Cooley's Fancy",16,0.623,0.287,10,-13.351,1,0.0679,0.944,0.924,0.0649,0.951,111.002,audio_features,21gfHgrJN3B3HdR2eRfzxq,spotify:track:21gfHgrJN3B3HdR2eRfzxq,https://api.spotify.com/v1/tracks/21gfHgrJN3B3HdR2eRfzxq,https://api.spotify.com/v1/audio-analysis/21gfHgrJN3B3HdR2eRfzxq,142933,4
2655,John McCormack,It's A Long Way To Tipperary,31,0.486,0.323,0,-12.779,1,0.0894,0.993,2.16e-05,0.222,0.802,70.319,audio_features,0jpSE2ixZXSQ97t5nECL2C,spotify:track:0jpSE2ixZXSQ97t5nECL2C,https://api.spotify.com/v1/tracks/0jpSE2ixZXSQ97t5nECL2C,https://api.spotify.com/v1/audio-analysis/0jpSE2ixZXSQ97t5nECL2C,197080,4
2656,John Carty,Seanamhac Tube Station,19,0.33,0.675,0,-7.569,1,0.0515,0.734,0,0.127,0.755,65.561,audio_features,2ZC27eZoYclqVJ3bAdKlJO,spotify:track:2ZC27eZoYclqVJ3bAdKlJO,https://api.spotify.com/v1/tracks/2ZC27eZoYclqVJ3bAdKlJO,https://api.spotify.com/v1/audio-analysis/2ZC27eZoYclqVJ3bAdKlJO,160400,4
2657,Waylander,Born to the Fight,31,0.41,0.925,1,-6.183,0,0.0623,4.43e-06,0.648,0.329,0.409,81.543,audio_features,34bvgU2vWptxR47AXpK5I6,spotify:track:34bvgU2vWptxR47AXpK5I6,https://api.spotify.com/v1/tracks/34bvgU2vWptxR47AXpK5I6,https://api.spotify.com/v1/audio-analysis/34bvgU2vWptxR47AXpK5I6,182773,4
2658,Charles Villiers Stanford,"Eight Part Songs, Op. 115: III. The Blue Bird",39,0.169,0.00433,6,-37.71,1,0.033,0.988,0.308,0.0637,0.0359,82.592,audio_features,3OueD83BFjh2lCyhuEpXVF,spotify:track:3OueD83BFjh2lCyhuEpXVF,https://api.spotify.com/v1/tracks/3OueD83BFjh2lCyhuEpXVF,https://api.spotify.com/v1/audio-analysis/3OueD83BFjh2lCyhuEpXVF,236147,4
2659,Donnacha Dennehy,Part 2,10,0.0593,0.178,10,-15.017,1,0.0439,0.594,0.886,0.249,0.0352,48.422,audio_features,5TZzdM7JrYXq5YU2jfl08N,spotify:track:5TZzdM7JrYXq5YU2jfl08N,https://api.spotify.com/v1/tracks/5TZzdM7JrYXq5YU2jfl08N,https://api.spotify.com/v1/audio-analysis/5TZzdM7JrYXq5YU2jfl08N,191754,4
2660,John McNicholl,Someone Is Looking for Someone Like You,30,0.571,0.534,5,-9.48,1,0.0284,0.376,0,0.234,0.892,179.859,audio_features,2w8nagcHZdcYy031MMMCde,spotify:track:2w8nagcHZdcYy031MMMCde,https://api.spotify.com/v1/tracks/2w8nagcHZdcYy031MMMCde,https://api.spotify.com/v1/audio-analysis/2w8nagcHZdcYy031MMMCde,187840,4
2661,Beoga,Dolan's 6AM,38,0.67,0.749,11,-6.432,0,0.0408,0.0255,0.797,0.108,0.5,124.927,audio_features,2gHH4oSsdrli2lo0aeSkMW,spotify:track:2gHH4oSsdrli2lo0aeSkMW,https://api.spotify.com/v1/tracks/2gHH4oSsdrli2lo0aeSkMW,https://api.spotify.com/v1/audio-analysis/2gHH4oSsdrli2lo0aeSkMW,215693,4
2662,Mourning Beloveth,I Saw a Dying Child in Your Arms,28,0.236,0.545,6,-8.155,0,0.0346,0.0265,0.00138,0.0706,0.162,136.89,audio_features,2F5u91p6oaB5BdgwfO6dvQ,spotify:track:2F5u91p6oaB5BdgwfO6dvQ,https://api.spotify.com/v1/tracks/2F5u91p6oaB5BdgwfO6dvQ,https://api.spotify.com/v1/audio-analysis/2F5u91p6oaB5BdgwfO6dvQ,576560,4
2663,Av9,Sasuke,44,0.858,0.596,11,-7.587,0,0.399,0.621,0,0.113,0.677,146.033,audio_features,5q5t2C28uQdg2mk8HOfDWb,spotify:track:5q5t2C28uQdg2mk8HOfDWb,https://api.spotify.com/v1/tracks/5q5t2C28uQdg2mk8HOfDWb,https://api.spotify.com/v1/audio-analysis/5q5t2C28uQdg2mk8HOfDWb,198904,4
2664,Obskür,Bayside - Radio Edit,62,0.688,0.903,1,-3.598,1,0.34,0.0281,2.12e-06,0.0855,0.711,123.292,audio_features,7hYW4hKuPkfaLbzTpg9hQB,spotify:track:7hYW4hKuPkfaLbzTpg9hQB,https://api.spotify.com/v1/tracks/7hYW4hKuPkfaLbzTpg9hQB,https://api.spotify.com/v1/audio-analysis/7hYW4hKuPkfaLbzTpg9hQB,197419,4
2665,Roger Doyle,Spring Is Coming With a Strawberry in the Mouth,36,0.613,0.516,0,-13.228,0,0.0273,0.052,0.621,0.389,0.609,120.127,audio_features,6kZmkCEqlDT1Mf694iPJBe,spotify:track:6kZmkCEqlDT1Mf694iPJBe,https://api.spotify.com/v1/tracks/6kZmkCEqlDT1Mf694iPJBe,https://api.spotify.com/v1/audio-analysis/6kZmkCEqlDT1Mf694iPJBe,263960,4
2666,Jape,Floating,41,0.719,0.958,7,-4.863,1,0.0295,0.0344,8.86e-05,0.142,0.548,94.003,audio_features,00izCKePHFiaj89FKtvP27,spotify:track:00izCKePHFiaj89FKtvP27,https://api.spotify.com/v1/tracks/00izCKePHFiaj89FKtvP27,https://api.spotify.com/v1/audio-analysis/00izCKePHFiaj89FKtvP27,255000,4
2667,Tommy Peoples,"The Oak Tree, The Pinch Of Snuff",24,0.566,0.396,2,-11.173,1,0.0637,0.959,0.768,0.137,0.954,111.034,audio_features,0cenb3ySXoIYBx98yTJGeG,spotify:track:0cenb3ySXoIYBx98yTJGeG,https://api.spotify.com/v1/tracks/0cenb3ySXoIYBx98yTJGeG,https://api.spotify.com/v1/audio-analysis/0cenb3ySXoIYBx98yTJGeG,197093,4
2668,Mary Bergin,Ríl Gan Ainm / Ah Surely / The Union Reel,22,0.622,0.325,3,-11.885,1,0.0447,0.872,0.808,0.194,0.97,117.412,audio_features,3cEzrdu5YIBNfbREze22zr,spotify:track:3cEzrdu5YIBNfbREze22zr,https://api.spotify.com/v1/tracks/3cEzrdu5YIBNfbREze22zr,https://api.spotify.com/v1/audio-analysis/3cEzrdu5YIBNfbREze22zr,171627,4
2669,Liam Clancy,Streets of London,39,0.374,0.134,2,-18.867,1,0.0474,0.91,3.94e-05,0.104,0.21,95.236,audio_features,2VLnmigN2UTXcLMfqpDivD,spotify:track:2VLnmigN2UTXcLMfqpDivD,https://api.spotify.com/v1/tracks/2VLnmigN2UTXcLMfqpDivD,https://api.spotify.com/v1/audio-analysis/2VLnmigN2UTXcLMfqpDivD,242667,5
2670,Lasairfhíona,Casadh an tSugáin,33,0.45,0.234,2,-11.091,1,0.0307,0.887,3.47e-05,0.2,0.554,96.514,audio_features,0HUZZ85rABWgjYTz3XxDwG,spotify:track:0HUZZ85rABWgjYTz3XxDwG,https://api.spotify.com/v1/tracks/0HUZZ85rABWgjYTz3XxDwG,https://api.spotify.com/v1/audio-analysis/0HUZZ85rABWgjYTz3XxDwG,241733,4
2671,Kojaque,Eviction Notice,44,0.577,0.408,2,-8.554,1,0.0433,0.839,2.97e-05,0.264,0.393,80.087,audio_features,2BGC8XJPFRm3f7ZX2FRPNy,spotify:track:2BGC8XJPFRm3f7ZX2FRPNy,https://api.spotify.com/v1/tracks/2BGC8XJPFRm3f7ZX2FRPNy,https://api.spotify.com/v1/audio-analysis/2BGC8XJPFRm3f7ZX2FRPNy,294297,4
2672,Saint Sister,Eternal Flame,43,0.59,0.195,3,-9.096,1,0.0296,0.831,0,0.123,0.191,77.982,audio_features,7kqlAbUuU1v9w5LN1nOO2q,spotify:track:7kqlAbUuU1v9w5LN1nOO2q,https://api.spotify.com/v1/tracks/7kqlAbUuU1v9w5LN1nOO2q,https://api.spotify.com/v1/audio-analysis/7kqlAbUuU1v9w5LN1nOO2q,162547,3
2673,Pillow Queens,Liffey,40,0.319,0.771,4,-5.824,1,0.0456,0.000142,0.00324,0.0996,0.187,97.959,audio_features,6JWsaKAJaqznc19DLk5d00,spotify:track:6JWsaKAJaqznc19DLk5d00,https://api.spotify.com/v1/tracks/6JWsaKAJaqznc19DLk5d00,https://api.spotify.com/v1/audio-analysis/6JWsaKAJaqznc19DLk5d00,259218,4
